id,FirstName,LastName,Major,Season,Year,email
745,Kira,Blackesland,BMT,Spring,2024,Kira.Blackesland@email.com
746,Cheryl,Holdron,CHEME,Summer,2023,Cheryl.Holdron@email.com
747,Anjela,Barok,CHEM,Winter,2022,Anjela.Barok@email.com
748,Woodman,Jordison,CE,Fall,2022,Woodman.Jordison@email.com
749,Jerrie,Dowty,CENG,Spring,2025,Jerrie.Dowty@email.com
750,Siouxie,Downton,CSC,Summer,2024,Siouxie.Downton@email.com
751,Blinny,Waren,EE,Winter,2022,Blinny.Waren@email.com
752,Cord,Loeber,GEOE,Fall,2025,Cord.Loeber@email.com
753,Doralynn,Leimster,GEO,Spring,2022,Doralynn.Leimster@email.com
754,Janelle,Jakubovits,IS,Summer,2023,Janelle.Jakubovits@email.com
755,Calley,Sherewood,MATH,Winter,2022,Calley.Sherewood@email.com
756,Malynda,Stoven,ME,Fall,2022,Malynda.Stoven@email.com
757,Darcy,Boichat,MET,Spring,2023,Darcy.Boichat@email.com
758,Roda,Abbets,PHYS,Summer,2023,Roda.Abbets@email.com
759,Glenn,Cogzell,STS,Winter,2022,Glenn.Cogzell@email.com
760,Hewitt,Marczyk,MINE,Fall,2023,Hewitt.Marczyk@email.com
761,Bess,Wagge,ATMO,Spring,2024,Bess.Wagge@email.com
762,Lianna,Hoffmann,BIO,Summer,2025,Lianna.Hoffmann@email.com
763,Augustina,Bromby,BME,Winter,2022,Augustina.Bromby@email.com
764,Gwyneth,Heineking,BMT,Fall,2022,Gwyneth.Heineking@email.com
765,Borden,Di Dello,CHEME,Spring,2022,Borden.Di Dello@email.com
766,Nanny,Bowden,CHEM,Summer,2024,Nanny.Bowden@email.com
767,Husain,Marusyak,CE,Winter,2024,Husain.Marusyak@email.com
768,Berky,Leyton,CENG,Fall,2024,Berky.Leyton@email.com
769,Reider,Fautly,CSC,Spring,2024,Reider.Fautly@email.com
770,Niven,Evers,EE,Summer,2024,Niven.Evers@email.com
771,Cindi,Bendix,GEOE,Winter,2024,Cindi.Bendix@email.com
772,Lucretia,Stegers,GEO,Fall,2024,Lucretia.Stegers@email.com
773,Justinian,McCarry,IS,Spring,2025,Justinian.McCarry@email.com
774,Timofei,Mouget,MATH,Summer,2023,Timofei.Mouget@email.com
775,Ethelda,Tremmil,ME,Winter,2022,Ethelda.Tremmil@email.com
776,Hali,Zeal,MET,Fall,2023,Hali.Zeal@email.com
777,Kelwin,Stean,PHYS,Spring,2024,Kelwin.Stean@email.com
778,Shayne,Georgot,STS,Summer,2024,Shayne.Georgot@email.com
779,Arlee,Anstiss,MINE,Winter,2025,Arlee.Anstiss@email.com
780,Harman,Dunklee,ATMO,Fall,2022,Harman.Dunklee@email.com
781,Edita,O'Heneghan,BIO,Spring,2022,Edita.O'Heneghan@email.com
782,Cristina,Meneely,BME,Summer,2024,Cristina.Meneely@email.com
783,Hewet,Mulvaney,BMT,Winter,2022,Hewet.Mulvaney@email.com
784,Dyanna,Vanstone,CHEME,Fall,2025,Dyanna.Vanstone@email.com
785,Stafani,Hattoe,CHEM,Spring,2022,Stafani.Hattoe@email.com
786,Ignacius,Aspray,CE,Summer,2024,Ignacius.Aspray@email.com
787,Tiebold,Zanni,CENG,Winter,2023,Tiebold.Zanni@email.com
788,Findley,Ollivier,CSC,Fall,2024,Findley.Ollivier@email.com
789,Gar,McInnes,EE,Spring,2022,Gar.McInnes@email.com
790,Yank,Shanley,GEOE,Summer,2024,Yank.Shanley@email.com
791,Jackquelin,Danilchik,GEO,Winter,2023,Jackquelin.Danilchik@email.com
792,Fowler,Helwig,IS,Fall,2024,Fowler.Helwig@email.com
793,Ignaz,Moxom,MATH,Spring,2025,Ignaz.Moxom@email.com
794,Nancy,Butterworth,ME,Summer,2025,Nancy.Butterworth@email.com
795,Brittani,Janik,MET,Winter,2025,Brittani.Janik@email.com
796,Lynda,Goomes,PHYS,Fall,2023,Lynda.Goomes@email.com
797,Zorine,O'Looney,STS,Spring,2022,Zorine.O'Looney@email.com
798,Jillane,Rachuig,MINE,Summer,2024,Jillane.Rachuig@email.com
799,Wynne,Grewcock,ATMO,Winter,2025,Wynne.Grewcock@email.com
800,Nealon,Keyson,BIO,Fall,2022,Nealon.Keyson@email.com
801,Alanah,Moulsdall,BME,Spring,2025,Alanah.Moulsdall@email.com
802,Nico,Whetton,BMT,Summer,2025,Nico.Whetton@email.com
803,Mohandis,Haken,CHEME,Winter,2022,Mohandis.Haken@email.com
804,Seth,Bertram,CHEM,Fall,2025,Seth.Bertram@email.com
805,Christan,Gregore,CE,Spring,2022,Christan.Gregore@email.com
806,Dona,Ferrarone,CENG,Summer,2024,Dona.Ferrarone@email.com
807,Jan,Comer,CSC,Winter,2023,Jan.Comer@email.com
808,Christabel,Robinson,EE,Fall,2023,Christabel.Robinson@email.com
809,Giuditta,Larkins,GEOE,Spring,2025,Giuditta.Larkins@email.com
810,Clo,Allison,GEO,Summer,2022,Clo.Allison@email.com
811,Janey,Thew,IS,Winter,2024,Janey.Thew@email.com
812,Harriot,Edmonson,MATH,Fall,2024,Harriot.Edmonson@email.com
813,Joeann,Wisdom,ME,Spring,2022,Joeann.Wisdom@email.com
814,Jacky,MacFarlane,MET,Summer,2025,Jacky.MacFarlane@email.com
815,Hobart,MacIntyre,PHYS,Winter,2023,Hobart.MacIntyre@email.com
816,Onida,Kluss,STS,Fall,2022,Onida.Kluss@email.com
817,Lambert,Hyett,MINE,Spring,2024,Lambert.Hyett@email.com
818,Antonietta,Gravenell,ATMO,Summer,2022,Antonietta.Gravenell@email.com
819,Simona,Hanscom,BIO,Winter,2022,Simona.Hanscom@email.com
820,Anica,Kees,BME,Fall,2023,Anica.Kees@email.com
821,Allie,Merryweather,BMT,Spring,2025,Allie.Merryweather@email.com
822,Orville,Flecknoe,CHEME,Summer,2024,Orville.Flecknoe@email.com
823,Kala,Vanini,CHEM,Winter,2025,Kala.Vanini@email.com
824,Rosemarie,Freak,CE,Fall,2024,Rosemarie.Freak@email.com
825,Lowrance,Poat,CENG,Spring,2022,Lowrance.Poat@email.com
826,Layne,Straughan,CSC,Summer,2024,Layne.Straughan@email.com
827,Rozele,Tonry,EE,Winter,2025,Rozele.Tonry@email.com
828,Peterus,Skitterel,GEOE,Fall,2025,Peterus.Skitterel@email.com
829,Meade,Tanton,GEO,Spring,2024,Meade.Tanton@email.com
830,Johannah,Kalkofer,IS,Summer,2025,Johannah.Kalkofer@email.com
831,Sorcha,Pepi,MATH,Winter,2023,Sorcha.Pepi@email.com
832,Gibby,Brunesco,ME,Fall,2022,Gibby.Brunesco@email.com
833,Barrie,Charrington,MET,Spring,2025,Barrie.Charrington@email.com
834,Raffarty,Simmen,PHYS,Summer,2022,Raffarty.Simmen@email.com
835,Juana,Tydeman,STS,Winter,2025,Juana.Tydeman@email.com
836,Amble,Keyme,MINE,Fall,2025,Amble.Keyme@email.com
837,Sibeal,Caen,ATMO,Spring,2024,Sibeal.Caen@email.com
838,Nev,Espie,BIO,Summer,2022,Nev.Espie@email.com
839,Falkner,Sargint,BME,Winter,2024,Falkner.Sargint@email.com
840,Ossie,Dyshart,BMT,Fall,2023,Ossie.Dyshart@email.com
841,Val,Currall,CHEME,Spring,2022,Val.Currall@email.com
842,Rachelle,Naerup,CHEM,Summer,2025,Rachelle.Naerup@email.com
843,Evan,Sprowell,CE,Winter,2022,Evan.Sprowell@email.com
844,Trescha,Crichten,CENG,Fall,2023,Trescha.Crichten@email.com
845,Guthrey,De Cruce,CSC,Spring,2023,Guthrey.De Cruce@email.com
846,Consuelo,Emburey,EE,Summer,2023,Consuelo.Emburey@email.com
847,Brander,O' Faherty,GEOE,Winter,2022,Brander.O' Faherty@email.com
848,Chrissie,Cressy,GEO,Fall,2023,Chrissie.Cressy@email.com
849,Skylar,Liepins,IS,Spring,2025,Skylar.Liepins@email.com
850,Hermie,Trayte,MATH,Summer,2025,Hermie.Trayte@email.com
851,Laetitia,Brocks,ME,Winter,2024,Laetitia.Brocks@email.com
852,Miller,Becerra,MET,Fall,2023,Miller.Becerra@email.com
853,Margarette,Borzone,PHYS,Spring,2025,Margarette.Borzone@email.com
854,Ailbert,Bergin,STS,Summer,2024,Ailbert.Bergin@email.com
855,Orelle,Field,MINE,Winter,2025,Orelle.Field@email.com
856,Melania,Moodey,ATMO,Fall,2022,Melania.Moodey@email.com
857,Justinn,Selbie,BIO,Spring,2025,Justinn.Selbie@email.com
858,Deva,Provis,BME,Summer,2022,Deva.Provis@email.com
859,Helene,Blue,BMT,Winter,2023,Helene.Blue@email.com
860,Ginnie,Aleksich,CHEME,Fall,2025,Ginnie.Aleksich@email.com
861,Becki,Hartgill,CHEM,Spring,2022,Becki.Hartgill@email.com
862,Che,Reglar,CE,Summer,2024,Che.Reglar@email.com
863,Amity,Kubyszek,CENG,Winter,2024,Amity.Kubyszek@email.com
864,Garret,Henriet,CSC,Fall,2025,Garret.Henriet@email.com
865,Olvan,Trengove,EE,Spring,2024,Olvan.Trengove@email.com
866,Herculie,Jereatt,GEOE,Summer,2025,Herculie.Jereatt@email.com
867,Shirley,MacDonogh,GEO,Winter,2025,Shirley.MacDonogh@email.com
868,Rudy,Janosevic,IS,Fall,2025,Rudy.Janosevic@email.com
869,Saunders,McCourt,MATH,Spring,2024,Saunders.McCourt@email.com
870,Deb,Falkner,ME,Summer,2025,Deb.Falkner@email.com
871,Justus,McGenis,MET,Winter,2022,Justus.McGenis@email.com
872,Atlanta,Balnave,PHYS,Fall,2023,Atlanta.Balnave@email.com
873,Montgomery,Holah,STS,Spring,2023,Montgomery.Holah@email.com
874,Abner,Aldham,MINE,Summer,2023,Abner.Aldham@email.com
875,Adamo,Kubista,ATMO,Winter,2024,Adamo.Kubista@email.com
876,Martguerita,Kealey,BIO,Fall,2022,Martguerita.Kealey@email.com
877,Adeline,Sherrington,BME,Spring,2025,Adeline.Sherrington@email.com
878,Sheelagh,Hegge,BMT,Summer,2022,Sheelagh.Hegge@email.com
879,Cobb,Butting,CHEME,Winter,2022,Cobb.Butting@email.com
880,Adolphus,Cambridge,CHEM,Fall,2022,Adolphus.Cambridge@email.com
881,Aloin,Gerrill,CE,Spring,2025,Aloin.Gerrill@email.com
882,Nathanael,Bandey,CENG,Summer,2023,Nathanael.Bandey@email.com
883,Fionna,Darke,CSC,Winter,2023,Fionna.Darke@email.com
884,Davina,Dobsons,EE,Fall,2023,Davina.Dobsons@email.com
885,Dionne,Abramovitch,GEOE,Spring,2024,Dionne.Abramovitch@email.com
886,Evyn,Farnorth,GEO,Summer,2024,Evyn.Farnorth@email.com
887,Monroe,Gemmell,IS,Winter,2024,Monroe.Gemmell@email.com
888,Sada,Arrowsmith,MATH,Fall,2023,Sada.Arrowsmith@email.com
889,Inger,Crowcher,ME,Spring,2023,Inger.Crowcher@email.com
890,Tabby,Bowne,MET,Summer,2024,Tabby.Bowne@email.com
891,Benny,Harkess,PHYS,Winter,2025,Benny.Harkess@email.com
892,Naoma,Rubinovitsch,STS,Fall,2022,Naoma.Rubinovitsch@email.com
893,Denny,Fruser,MINE,Spring,2022,Denny.Fruser@email.com
894,Radcliffe,Amburgy,ATMO,Summer,2023,Radcliffe.Amburgy@email.com
895,Gaynor,Birrane,BIO,Winter,2022,Gaynor.Birrane@email.com
896,Carline,Warlowe,BME,Fall,2025,Carline.Warlowe@email.com
897,Maisie,Medway,BMT,Spring,2022,Maisie.Medway@email.com
898,Doralyn,Palleske,CHEME,Summer,2024,Doralyn.Palleske@email.com
899,Fletch,Featenby,CHEM,Winter,2025,Fletch.Featenby@email.com
900,Lida,Byars,CE,Fall,2025,Lida.Byars@email.com
901,Genni,O'Cooney,CENG,Spring,2023,Genni.O'Cooney@email.com
902,Chaddy,Tosdevin,CSC,Summer,2022,Chaddy.Tosdevin@email.com
903,Chadwick,Holley,EE,Winter,2023,Chadwick.Holley@email.com
904,Appolonia,Acum,GEOE,Fall,2025,Appolonia.Acum@email.com
905,June,Blakebrough,GEO,Spring,2025,June.Blakebrough@email.com
906,Dori,Marran,IS,Summer,2022,Dori.Marran@email.com
907,Timoteo,Rathbourne,MATH,Winter,2022,Timoteo.Rathbourne@email.com
908,Dalenna,Brunton,ME,Fall,2022,Dalenna.Brunton@email.com
909,Karrie,Bruyett,MET,Spring,2023,Karrie.Bruyett@email.com
910,Domingo,Shaddock,PHYS,Summer,2025,Domingo.Shaddock@email.com
911,Rivalee,Quirke,STS,Winter,2025,Rivalee.Quirke@email.com
912,Nevsa,Coopman,MINE,Fall,2022,Nevsa.Coopman@email.com
913,Andonis,Forrest,ATMO,Spring,2025,Andonis.Forrest@email.com
914,Smitty,Dearlove,BIO,Summer,2025,Smitty.Dearlove@email.com
915,Shelagh,Bergeau,BME,Winter,2023,Shelagh.Bergeau@email.com
916,Gerty,Blazejewski,BMT,Fall,2024,Gerty.Blazejewski@email.com
917,Cesare,Kinghorne,CHEME,Spring,2022,Cesare.Kinghorne@email.com
918,Mathilde,Andrus,CHEM,Summer,2024,Mathilde.Andrus@email.com
919,Eal,McGilben,CE,Winter,2024,Eal.McGilben@email.com
920,Doralia,Ferguson,CENG,Fall,2023,Doralia.Ferguson@email.com
921,Riobard,Reisenberg,CSC,Spring,2024,Riobard.Reisenberg@email.com
922,Ewen,Costellow,EE,Summer,2022,Ewen.Costellow@email.com
923,Carlynn,Baldini,GEOE,Winter,2025,Carlynn.Baldini@email.com
924,Justus,Cowpertwait,GEO,Fall,2023,Justus.Cowpertwait@email.com
925,Erica,Sellan,IS,Spring,2022,Erica.Sellan@email.com
926,Inge,Tift,MATH,Summer,2023,Inge.Tift@email.com
927,Klara,O'Lagen,ME,Winter,2025,Klara.O'Lagen@email.com
928,Ardith,Flamank,MET,Fall,2025,Ardith.Flamank@email.com
929,Walsh,McLukie,PHYS,Spring,2023,Walsh.McLukie@email.com
930,Quinton,Coate,STS,Summer,2025,Quinton.Coate@email.com
931,Melvyn,Trusler,MINE,Winter,2024,Melvyn.Trusler@email.com
932,Easter,Coda,ATMO,Fall,2023,Easter.Coda@email.com
933,Don,Caton,BIO,Spring,2025,Don.Caton@email.com
934,Cleopatra,Tubbs,BME,Summer,2022,Cleopatra.Tubbs@email.com
935,Gabrila,Edelston,BMT,Winter,2024,Gabrila.Edelston@email.com
936,Nicolis,Decort,CHEME,Fall,2025,Nicolis.Decort@email.com
937,Nicki,Walkden,CHEM,Spring,2023,Nicki.Walkden@email.com
938,Trina,Grimsley,CE,Summer,2024,Trina.Grimsley@email.com
939,Emilee,Ingle,CENG,Winter,2023,Emilee.Ingle@email.com
940,Iver,Wayper,CSC,Fall,2022,Iver.Wayper@email.com
941,Tootsie,Gerrans,EE,Spring,2023,Tootsie.Gerrans@email.com
942,Boyd,Caltera,GEOE,Summer,2025,Boyd.Caltera@email.com
943,Moishe,Frood,GEO,Winter,2024,Moishe.Frood@email.com
944,Bren,Volker,IS,Fall,2025,Bren.Volker@email.com
945,Dory,Crewes,MATH,Spring,2022,Dory.Crewes@email.com
946,Abigael,O'Corr,ME,Summer,2022,Abigael.O'Corr@email.com
947,Katie,Frisel,MET,Winter,2022,Katie.Frisel@email.com
948,Annecorinne,Lufkin,PHYS,Fall,2023,Annecorinne.Lufkin@email.com
949,Harri,Lushey,STS,Spring,2024,Harri.Lushey@email.com
950,Gabriella,Jezzard,MINE,Summer,2023,Gabriella.Jezzard@email.com
951,Rene,Moores,ATMO,Winter,2023,Rene.Moores@email.com
952,Delmore,Dericot,BIO,Fall,2023,Delmore.Dericot@email.com
953,Doria,Blick,BME,Spring,2023,Doria.Blick@email.com
954,Pat,Leonarde,BMT,Summer,2025,Pat.Leonarde@email.com
955,Jeri,Ruskin,CHEME,Winter,2025,Jeri.Ruskin@email.com
956,Rufe,Whiteway,CHEM,Fall,2023,Rufe.Whiteway@email.com
957,Addie,Argabrite,CE,Spring,2022,Addie.Argabrite@email.com
958,Lucky,Whittleton,CENG,Summer,2023,Lucky.Whittleton@email.com
959,Flossy,Lorans,CSC,Winter,2022,Flossy.Lorans@email.com
960,Pietrek,Ogdahl,EE,Fall,2025,Pietrek.Ogdahl@email.com
961,Adriena,Ramalho,GEOE,Spring,2023,Adriena.Ramalho@email.com
962,Wilbur,Waddie,GEO,Summer,2024,Wilbur.Waddie@email.com
963,Analise,Samsin,IS,Winter,2025,Analise.Samsin@email.com
964,Tracie,Moakson,MATH,Fall,2025,Tracie.Moakson@email.com
965,Immanuel,Asaaf,ME,Spring,2025,Immanuel.Asaaf@email.com
966,Arel,Dagworthy,MET,Summer,2023,Arel.Dagworthy@email.com
967,Gabbie,Molines,PHYS,Winter,2023,Gabbie.Molines@email.com
968,Ninnetta,Halle,STS,Fall,2024,Ninnetta.Halle@email.com
969,Annis,Davis,MINE,Spring,2023,Annis.Davis@email.com
970,Thalia,Louche,ATMO,Summer,2022,Thalia.Louche@email.com
971,Sileas,Broxton,BIO,Winter,2025,Sileas.Broxton@email.com
972,Demetrius,Pullan,BME,Fall,2025,Demetrius.Pullan@email.com
973,Johannes,Talton,BMT,Spring,2023,Johannes.Talton@email.com
974,Billie,Saw,CHEME,Summer,2023,Billie.Saw@email.com
975,Liza,Iliffe,CHEM,Winter,2024,Liza.Iliffe@email.com
976,Cally,Ottawell,CE,Fall,2024,Cally.Ottawell@email.com
977,Else,Summerfield,CENG,Spring,2025,Else.Summerfield@email.com
978,Wald,Luberti,CSC,Summer,2024,Wald.Luberti@email.com
979,Madeleine,Domesday,EE,Winter,2025,Madeleine.Domesday@email.com
980,Arabelle,Banfield,GEOE,Fall,2024,Arabelle.Banfield@email.com
981,Adrienne,Gardiner,GEO,Spring,2022,Adrienne.Gardiner@email.com
982,Hilary,Enos,IS,Summer,2023,Hilary.Enos@email.com
983,Jobyna,Moxson,MATH,Winter,2022,Jobyna.Moxson@email.com
984,Inge,McKleod,ME,Fall,2024,Inge.McKleod@email.com
985,Cal,Clowes,MET,Spring,2023,Cal.Clowes@email.com
986,Jackie,Farrow,PHYS,Summer,2025,Jackie.Farrow@email.com
987,Giovanna,Lydford,STS,Winter,2024,Giovanna.Lydford@email.com
988,Alma,Capp,MINE,Fall,2025,Alma.Capp@email.com
989,Mariette,Arlow,ATMO,Spring,2024,Mariette.Arlow@email.com
990,Deborah,Longhorne,BIO,Summer,2022,Deborah.Longhorne@email.com
991,Barry,Stebbings,BME,Winter,2022,Barry.Stebbings@email.com
992,Ellary,Levane,BMT,Fall,2022,Ellary.Levane@email.com
993,Erda,Binnion,CHEME,Spring,2024,Erda.Binnion@email.com
994,Gun,Faill,CHEM,Summer,2023,Gun.Faill@email.com
995,Jilleen,Izakof,CE,Winter,2025,Jilleen.Izakof@email.com
996,Jade,Tipler,CENG,Fall,2025,Jade.Tipler@email.com
997,Ambrosi,Ackred,CSC,Spring,2025,Ambrosi.Ackred@email.com
998,Fabe,O'Mara,EE,Summer,2023,Fabe.O'Mara@email.com
999,Salomo,Gammack,GEOE,Winter,2025,Salomo.Gammack@email.com
1000,Quent,Tinston,GEO,Fall,2024,Quent.Tinston@email.com
